tracker_id,solo_KillDeathRatio,solo_WinRatio,solo_RoundsPlayed,solo_Wins,solo_WinTop10Ratio,solo_Top10s,solo_Top10Ratio,solo_Losses,solo_DamagePg,solo_HeadshotKillsPg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_TimeSurvivedPg,solo_Top10sPg,solo_Kills,solo_Assists,solo_HeadshotKillRatio,solo_AvgSurvivalTime
41200,0.98,1.54,912,14,0.09,150,16.4,898,125.3,0.19,1.59,0.97,3784.79,984.06,0.16,884,85,0.2,984.06
86143,0.97,0.33,900,3,0.03,56,6.2,897,124.21,0.21,0.85,0.96,1525.77,558.72,0.06,868,76,0.21,353.46
60618,0.73,0.89,898,8,0.05,174,19.4,890,95.21,0.1,1.02,0.72,4226.23,1082.5,0.19,651,54,0.14,1101.06
91698,1.13,0.45,895,4,0.11,37,4.1,891,132.79,0.21,1.11,1.13,1074.92,579.35,0.04,1009,34,0.19,579.35
41928,0.63,0.34,892,3,0.05,56,6.3,889,81.66,0.19,1.03,0.63,1901.81,706.17,0.06,563,49,0.3,706.17
71491,0.66,0.34,882,3,0.07,114,12.9,879,88.23,0.13,1.01,0.65,2665.7,840.29,0.13,577,50,0.2,971.9
146860,0.85,0.45,881,4,0.03,106,12,877,115.23,0.18,1.09,0.85,2175.05,815.51,0.12,746,86,0.22,896.39
94707,1.3,1.59,880,14,0.17,107,12.2,866,152.16,0.32,1.39,1.28,2198.65,754.76,0.12,1123,67,0.25,646.82
176615,1.18,3.19,877,28,0.2,121,13.8,849,137.97,0.21,1.2,1.14,2479.99,799.25,0.14,1001,72,0.19,872.95
138353,1.13,0.57,876,5,0.2,36,4.1,871,139.14,0.22,0.94,1.13,1267.19,548.04,0.04,987,49,0.2,523.48
19999,0.8,2.06,875,18,0.09,212,24.2,857,99.17,0.14,1.82,0.78,3808.13,978.03,0.24,683,54,0.18,1118.61
23272,0.81,0.46,873,4,0.06,135,15.5,869,108.88,0.22,2.13,0.8,3393.36,1039.27,0.15,702,66,0.27,996.07
191012,0.43,0.23,869,2,0.01,51,5.9,867,58.82,0.09,0.75,0.43,2093.04,756.01,0.06,376,42,0.2,662.38
48376,1.09,1.15,869,10,0.03,133,15.3,859,129.74,0.15,1.39,1.08,3576.5,886.47,0.15,939,54,0.14,1034.27
106345,1.45,2.19,868,19,0.09,109,12.6,849,180.29,0.38,1.21,1.42,1802.62,724.24,0.13,1234,93,0.27,527.88
10594,1.62,1.04,866,9,0.61,38,4.4,857,187.46,0.5,1.6,1.6,1376.31,508.82,0.04,1389,93,0.31,751.83
3878,2.46,3.24,863,28,0.22,115,13.3,835,276.18,0.5,1.69,2.38,2193.88,729.64,0.13,2058,112,0.21,757.33
105796,1.23,1.62,862,14,0.2,68,7.9,848,147.85,0.26,0.67,1.21,1906.94,644.37,0.08,1046,56,0.21,649.68
140048,1.45,0.81,860,7,0.14,50,5.8,853,177.23,0.29,1.22,1.44,1670.78,562.2,0.06,1236,72,0.2,562.2
118869,1.78,1.52,858,13,0.16,141,16.4,845,206.48,0.58,1.92,1.76,3043.1,905.26,0.16,1507,108,0.33,1052.05
124174,1.24,0.23,855,2,0.04,39,4.6,853,148.85,0.24,1.73,1.24,1432.63,635.56,0.05,1057,44,0.2,669.19
75315,1.28,2.24,848,19,0.13,154,18.2,829,157.18,0.25,1.46,1.25,3268.54,998.23,0.18,1060,67,0.2,816.1
17854,2.74,11.79,840,99,0.26,386,46,741,287.22,0.62,1.82,2.42,5443.18,1366.65,0.46,2030,154,0.26,1366.64
73866,1.17,0.84,838,7,0.05,39,4.7,831,142.68,0.18,1.06,1.16,1362.54,526.14,0.05,975,55,0.15,849.83
38426,2.11,2.04,835,17,0.25,67,8,818,233.54,0.52,1.57,2.07,1777.26,567.98,0.08,1729,85,0.25,567.98
64991,0.92,0.6,833,5,0.05,107,12.8,828,122.17,0.16,0.77,0.91,3586.34,874.09,0.13,758,55,0.18,874.09
73664,1.43,0.96,832,8,0.12,55,6.6,824,173.28,0.36,1.03,1.41,1436.61,596.65,0.07,1176,57,0.26,655.95
52447,1.11,0.6,830,5,0.04,64,7.7,825,137.39,0.24,1.03,1.11,2065.22,678.45,0.08,919,58,0.22,775.09
86772,0.91,1.45,829,12,0.29,73,8.8,817,119.46,0.2,1.39,0.89,2692.56,809.36,0.09,740,74,0.23,885.45
139818,1.58,1.57,829,13,0.15,80,9.7,816,197.04,0.36,1.34,1.56,2349.78,752.79,0.1,1291,83,0.23,649.25
49483,1.14,1.33,828,11,0.1,101,12.2,817,133.78,0.23,1,1.13,2344.15,847.12,0.12,933,35,0.21,766.49
107954,2.59,4.36,826,36,0.08,153,18.5,790,284.37,0.76,1.78,2.48,3159.21,813.34,0.19,2047,115,0.31,942.64
169227,0.7,0.24,825,2,0.02,59,7.2,823,95.06,0.14,0.77,0.7,2003.53,737.74,0.07,575,41,0.2,961.02
181736,0.49,0.12,822,1,0,59,7.2,821,71.86,0.09,0.96,0.49,2207.66,818.36,0.07,399,41,0.18,930.77
45080,0.59,0.25,804,2,0.07,61,7.6,802,78.99,0.13,0.44,0.59,1647.14,657.17,0.08,474,39,0.21,751.28
38851,1.25,1.37,801,11,0.14,60,7.5,790,151.63,0.26,1.09,1.23,2128.13,707.54,0.07,985,71,0.21,624.38
94813,0.55,0.5,800,4,0.05,86,10.8,796,73.4,0.14,1.2,0.55,1956.07,736.04,0.11,440,37,0.25,736.04
208882,0.68,0.25,799,2,0.04,44,5.5,797,93.86,0.14,0.72,0.68,1544.46,670.9,0.06,544,37,0.21,689.02
68651,1.17,1.25,797,10,0.11,53,6.6,787,147.01,0.3,1.36,1.16,1992.41,588.57,0.07,923,67,0.26,835.21
71493,1.12,1.13,795,9,0.1,87,10.9,786,146.18,0.19,1.2,1.11,1851.47,752.25,0.11,884,76,0.18,752.25
135912,0.72,1.52,792,12,0.11,117,14.8,780,90.55,0.14,0.97,0.71,2969.44,880.05,0.15,562,47,0.2,939.45
175213,1.28,0.76,792,6,0.06,79,10,786,154.73,0.32,1.39,1.27,1545.26,628.14,0.1,1003,60,0.25,597.59
188168,1.24,2.16,786,17,0.04,115,14.6,769,154.44,0.28,0.91,1.21,3154.87,870.46,0.15,954,60,0.23,933.96
16657,1.98,2.04,785,16,0.3,92,11.7,769,225.97,0.5,1.4,1.94,1854.96,744.82,0.12,1526,89,0.26,987.26
19776,1.1,2.55,784,20,0.08,167,21.3,764,136.92,0.16,1.54,1.07,3094.59,1066.77,0.21,841,69,0.15,1301.35
145322,1.22,0.77,784,6,0.03,75,9.6,778,154.76,0.29,0.98,1.21,2159.66,730.1,0.1,947,64,0.24,775.39
110853,0.39,0,783,0,0,80,10.2,783,54.69,0.07,0.89,0.39,1958.69,865.62,0.1,302,26,0.18,866.87
214537,0.75,0.13,781,1,0.1,36,4.6,780,103.25,0.13,0.78,0.75,1421.5,637.94,0.05,584,46,0.17,887.38
122571,1.18,0.64,780,5,0.04,71,9.1,775,150.14,0.25,1.32,1.18,2069.25,699.53,0.09,917,58,0.22,686.6
29177,1.05,0.77,780,6,0.17,36,4.6,774,126.99,0.17,0.93,1.04,1162.97,482.67,0.05,815,53,0.16,508.49
7735,3.9,6.31,777,49,0.49,92,11.8,728,392.26,0.82,1.92,3.66,2221.28,630.9,0.12,2841,118,0.23,852.44
7677,0.98,0.39,777,3,0.08,40,5.1,774,125.28,0.26,0.68,0.97,1178.22,557.46,0.05,755,49,0.26,557.46
190582,1.12,0.52,776,4,0.11,64,8.2,772,133.43,0.23,1.41,1.12,2537.29,722.79,0.08,867,50,0.21,860.8
40933,0.48,0,770,0,0,61,7.9,770,67.92,0.11,1.14,0.48,2906.39,826.28,0.08,370,37,0.23,911.04
47287,1.4,1.3,770,10,0.26,90,11.7,760,167.47,0.27,1.1,1.38,2383.56,733.34,0.12,1061,78,0.19,1403.48
65252,2.29,1.57,764,12,0.12,49,6.4,752,250.65,0.52,1.39,2.25,1777.58,480.55,0.06,1719,88,0.23,452.26
65131,1.12,0.79,764,6,0.09,81,10.6,758,137.42,0.17,1.07,1.11,1328.06,794.01,0.11,847,46,0.16,961.06
163318,0.69,0.26,761,2,0.21,46,6,759,85.23,0.15,0.84,0.69,1881.98,673.88,0.06,523,34,0.21,890.1
52910,1.82,2.9,759,22,0.31,100,13.2,737,214.77,0.4,1.52,1.77,3593.29,814.27,0.13,1342,73,0.23,883.56
42460,0.62,0.53,757,4,0.02,89,11.8,753,83.15,0.13,0.88,0.62,2776.97,801.21,0.12,469,37,0.2,862.79
198387,1.3,1.85,756,14,0.09,115,15.2,742,158.48,0.23,0.76,1.27,5680.53,857.92,0.15,962,60,0.18,1130.79
206157,0.9,0.66,756,5,0.03,95,12.6,751,108,0.17,1.41,0.89,2695.07,830.7,0.13,673,43,0.2,1049.24
60296,1.25,2.25,755,17,0.06,143,18.9,738,147,0.25,1.81,1.22,3285.99,1018.51,0.19,922,39,0.21,1073.08
112968,1.13,0.4,753,3,0.03,45,6,750,137.39,0.24,1.07,1.13,1768.08,527.1,0.06,850,70,0.21,855.5
152080,1.22,0.4,753,3,0.04,45,6,750,147.36,0.28,1.46,1.21,1541.4,587.61,0.06,914,44,0.23,823.38
174685,1.41,2,749,15,0.17,90,12,734,175.72,0.29,1.47,1.38,2490.15,773.4,0.12,1033,79,0.21,773.4
31449,1.5,1.21,746,9,0.06,67,9,737,169.08,0.26,1.66,1.48,1614.92,626.74,0.09,1106,51,0.17,595.52
54544,0.65,0.8,746,6,0.28,55,7.4,740,88.2,0.15,1.03,0.65,2654.43,728.82,0.07,482,40,0.23,871.06
63893,1.41,0.94,746,7,0.56,30,4,739,165.15,0.35,1.11,1.39,1054.37,466.04,0.04,1039,67,0.25,783.78
109636,0.64,0.27,746,2,0.04,52,7,744,83.07,0.17,1.71,0.64,1582.81,797.38,0.07,474,31,0.26,921.2
163284,0.74,0.4,745,3,0.05,55,7.4,742,95.6,0.12,0.81,0.73,1626.12,603.44,0.07,546,36,0.17,603.44
182498,0.88,0.81,744,6,0.39,60,8.1,738,117.91,0.23,1.41,0.88,1578.35,731.09,0.08,652,46,0.26,1117.8
65843,1.01,0.54,743,4,0.04,59,7.9,739,127.64,0.2,0.88,1,1649.55,718.75,0.08,743,36,0.2,961.35
94263,1.26,1.21,741,9,0.16,61,8.2,732,154.27,0.33,0.73,1.25,1739.78,623.92,0.08,924,61,0.26,843.13
64965,0.84,0.41,740,3,0.08,43,5.8,737,107.37,0.17,1.12,0.83,1743.78,660.05,0.06,617,47,0.2,722.24
153258,0.57,0.14,739,1,0.01,48,6.5,738,73.52,0.11,1.11,0.57,2534.64,771.47,0.06,419,27,0.2,1131.94
34587,0.99,1.08,739,8,0.07,114,15.4,731,117.15,0.18,1.29,0.98,2404.08,915.37,0.15,723,47,0.19,915.37
84473,1.04,0.68,739,5,0.12,34,4.6,734,132.12,0.24,1.12,1.04,1437.7,562.36,0.05,767,51,0.23,642.44
103672,2.01,7.71,739,57,0.23,168,22.7,682,217.65,0.56,1.47,1.86,3874.4,916.68,0.23,1372,136,0.3,825.27
67443,0.63,0.68,737,5,0.02,48,6.5,732,76.07,0.11,0.87,0.63,1852.86,714.87,0.07,464,25,0.17,573.47
24021,2.35,7.73,737,57,0.22,270,36.6,680,248.6,0.56,1.96,2.16,5248.06,1280,0.37,1595,87,0.26,1024.51
32575,1.05,0.95,734,7,0.36,63,8.6,727,132.67,0.19,0.96,1.04,1974.78,736.3,0.09,761,49,0.19,860.59
185582,0.77,1.09,733,8,0.12,140,19.1,725,94.57,0.1,1.96,0.76,3887.8,1077.94,0.19,557,37,0.13,1082.97
87169,1.33,1.09,732,8,0.07,78,10.7,724,160.88,0.3,2.03,1.32,3225.39,822.51,0.11,963,58,0.23,1008.74
12967,0.68,0.41,731,3,0.03,63,8.6,728,95.77,0.18,1.31,0.68,2121.07,778.56,0.09,497,45,0.27,702.45
79232,1.15,0.68,730,5,0.13,97,13.3,725,140.9,0.2,1.32,1.14,2275.12,799.43,0.13,833,56,0.17,746.61
